region,province,speaker,gender,filename,text
North,CaoBang,spk_11_0001,1,North_CaoBang_spk_11_0001_11_0001.wav,"Nghiên cứu học tập,các ứng dụng các khoa học công nghệ và những dụng tiên tiến để đưa vào trong áp dụng trong công việc của mình. Từ đó giúp chuyển đổi những cái khó khăn trong công việc, đưa ra những thuận lợi và những cái nhanh gọn hơn giải quyết các thủ tục hành chính cho được thuận tiện hơn."
North,CaoBang,spk_11_0002,1,North_CaoBang_spk_11_0002_11_0003.wav,"Trong quá trình mình làm việc để quản lý thông tin các vật tư thiết bị của công ty điện lực Cao Bằng, cá nhân tôi cảm thấy phần quản lý vật tư thiết bị còn chưa khoa học, rời rạc, không tập trung, mất nhiều thời gian tìm kiếm để nâng cao hiệu quả công việc, rút ngắn thời gian tìm kiếm, phục vụ công việc, kiểm kê, nhanh chóng, chính xác, an toàn nên tôi đã xây dựng ý tưởng này."
North,CaoBang,spk_11_0003,0,North_CaoBang_spk_11_0003_11_0006.wav,"Em rất là tự hào vì năm đầu tiên em được tham gia Lấy Rương Nước. Qua Lấy Rương Nước là em rất tự hào về giá trị của truyền thống, văn hóa, địa phương."
North,CaoBang,spk_11_0004,0,North_CaoBang_spk_11_0004_11_0007.wav,"Em cảm thấy rất là tự hào và qua cái lễ hội, lễ rước nước này đã giúp cho mọi người cầu một cái mùa màng bội thu. Qua lễ rước nước này em hiểu về những cái giá trị về dân tộc ạ, văn hóa dân tộc ạ. Em cảm thấy lễ nước nước rất là ý nghĩa. Là một tín ngưỡng rất thiêng liêng ạ!"
North,CaoBang,spk_11_0005,1,North_CaoBang_spk_11_0005_11_0008.wav,Năm nay thì Cao Trương tôi thì cũng chuẩn bị những cái đặc sản của địa phương như miến rong này xong gạo nếp thơm với lại cả những cái trang phục truyền thống của quê hương tôi thì đến đây cũng mong muốn là quảng bá sản phẩm quê hương tôi đến với lại cả các anh em thứ nhất là trong huyện với lại cả toàn tỉnh thì các sản phẩm được vươn xa hơn để nhiều du khách biết đến
North,LangSon,spk_12_0001,1,North_LangSon_spk_12_0001_12_0001.wav,"Gia đình tôi có bốn người con, có hai đứa đi lấy chồng nhưng mà đủ tuổi mới đi lấy chồng. Xã được tuyên truyền tảo hôn thì gia đình tôi cho đi lấy chồng. hai mốt, hai hai tuổi mới đi lấy chồng. Gia đình tôi thực hiện đúng theo pháp luật của nhà nước."
North,LangSon,spk_12_0002,0,North_LangSon_spk_12_0002_12_0002.wav,"Trong thời gian qua thì đoàn thanh niên cũng thực hiện về phối hợp cùng các ban ngành về tuyên truyền, về phòng chống tảo hôn cũng như là kết hôn cận huyết thống thì cũng thực hiện trên, triển khai trên các địa bàn thôn Tuy nhiên thì cũng trong thời gian thực hiện cũng có nhiều khó khăn do dân trí ở đây thì cũng một số gia đình còn thấp Thế thì phải cũng phải phối hợp với các ban ngành trực tiếp đi đến những hộ gia đình đấy để thực hiện tuyên truyền mới có hiệu quả"
North,LangSon,spk_12_0003,1,North_LangSon_spk_12_0003_12_0003.wav,"nghiêm theo quy định của pháp luật rồi là gắn với trách nhiệm đối với đặc biệt là cán bộ đảng viên mà có tham gia đám cưới tảo hôn rồi là gia đình có tổ chức thì chắc chắn cũng phải xử lý nghiêm, đặc biệt là theo những cái điều đảng viên không được làm tham gia vào vấn đề là cưới tảo hôn"
North,LangSon,spk_12_0004,1,North_LangSon_spk_12_0004_12_0005.wav,"Tình hình trật tự an toàn giao thông trên địa bàn tỉnh Lạng Sơn nói chung và đặc biệt là trên địa bàn quốc lộ một A đi qua địa bàn Tùng diễn có nhiều điều diễn phức tạp đặc biệt là những cái tháng cuối năm là lưu lượng phương tiện tham gia giao thông khá đông do nhu cầu phát triển kinh tế của người dân nên xe ô tô kinh doanh hành khách, kinh doanh vận tải hành khách và xe ô tô kinh doanh vận tải hàng hóa bằng xe container đã"
North,LangSon,spk_12_0005,1,North_LangSon_spk_12_0005_12_0009.wav,qua cái đoạn đường đèo quanh co cua thì trời mưa thì nó sẽ hay sạt lở nhất là đi chậm thì sẽ quan sát được nếu mà sạt lở mình còn tránh qua cái đoạn đấy thì nó cũng cua khá nhiều cua gấp nên là đi chậm nó an toàn hơn
North,QuangNinh,spk_14_0001,1,North_QuangNinh_spk_14_0001_14_0001.wav,Tôi cũng luôn đặt mục tiêu là đi theo hướng sản xuất sản phẩm an toàn. Hiện nay trong năm năm hoạt động thì chúng tôi cũng đã được cấp hai chứng chỉ đó là chứng chỉ VIETGap và chứng chỉ sản phẩm ocop. Trong sản sản xuất an toàn thì tiêu chí đặt ra hàng đầu là đầu tiên là khâu lựa chọn chủng loại giống và thuốc bởi vì thực vật
North,QuangNinh,spk_14_0002,0,North_QuangNinh_spk_14_0002_14_0002.wav,À thì với nhiệm vụ là cơ quan tham mưu giúp ủy ban nhân dân thành phố thì phòng kinh tế thành phố cũng đã tham mưu cho ủy ban nhân dân thành phố chỉ đạo các phòng ban chuyên môn thực hiện công tác tuyên truyền cho nhân dân trong ứng dụng các khoa học kỹ thuật trong trồng trọt cũng như là thực hiện các mô hình về ứng dụng các quản lý dịch bệnh tổng hợp và IPM ở trên cây rau nhằm nâng cao năng suất sản lượng rau an toàn trong thành phố cũng như là phát triển vùng rau an toàn trên địa bàn.
North,QuangNinh,spk_14_0003,1,North_QuangNinh_spk_14_0003_14_0003.wav,"Đa số những người chưa kích hoạt là những người cao tuổi, những người hạn chế trong quá trình sử dụng những thiết bị thông minh. Qua đó thì quá trình cài kích hoạt định danh điện tử mức hai, kết hợp và tích hợp các loại giấy tờ vào cho công dân."
North,QuangNinh,spk_14_0004,1,North_QuangNinh_spk_14_0004_14_0004.wav,"Chúng tôi thực hiện cấp tài khoản hình danh mức hai trong dân tất cả những ngày trong tuần, kể cả ngoài giờ hành chính. Hàng ngày chúng tôi kiểm điểm, rà soát, tiến độ và quyết tâm thực hiện chỉ tiêu đưa ra."
North,QuangNinh,spk_14_0005,1,North_QuangNinh_spk_14_0005_14_0005.wav,"Ngày hội văn hóa dân tộc  thì có điểm nhấn khác biệt so với các ngày hội dân tộc khác. Đó là đi sâu vào khai thác nét đẹp của người . Đó là làn điệu then, rồi là nghi lễ cúng then, cầu an, cầu mùa, cầu cho mùa màng bội thu, để nhớ ơn tổ tiên. Đặc biệt đó là khai thác, đi sâu vào nét văn hóa, không gian văn hóa của người Tày."
North,HaiPhong,spk_15_0001,1,North_HaiPhong_spk_15_0001_15_0001.wav,"rất là tự hào. Vịnh Hạ Long, quần đảo Cát Bà chính thức trở thành di sản thiên nhiên thế giới. Điều này nó góp phần quảng bá rất là mạnh mẽ cái hình ảnh của du lịch đất nước, con người cũng như là văn hóa Việt Nam đến với toàn thể bạn bè trên toàn thế giới. Và đó cũng là một cái điều rất là quan trọng đấy là thúc đẩy cái nội lực trở thành một cái nguồn động lực để phát triển kinh tế xã hội, du lịch."
North,HaiPhong,spk_15_0002,1,North_HaiPhong_spk_15_0002_15_0002.wav,Khi mà dự hội xong thì phải dưng ông Trâu về trời đất để mà thay kiếp cho ông. Đó là một cái phong tục rất đặc biệt của đất và người Đồ Sương. Cáo úy với trời đất là ông trâu đã hoàn thành nhiệm vụ của mình trong thời gian lễ hội.
North,HaiPhong,spk_15_0003,0,North_HaiPhong_spk_15_0003_15_0003.wav,Cơ bản là các lãnh đạo hợp tác xã đều là những người có tuổi nên việc tiếp cận với công nghệ thông tin cũng như là ứng dụng công nghệ số trong hoạt động sản xuất kinh doanh sẽ còn gặp nhiều khó khăn. Chúng tôi mong muốn Liên minh hợp tác xã thành phố Hải Phòng quan tâm tổ chức các cái buổi tập huấn để cho các lãnh đạo hợp tác xã chúng tôi được tiếp cận được ứng dụng khoa học công nghệ thông tin vào sản xuất kinh doanh được tốt hơn ạ.
North,HaiPhong,spk_15_0004,1,North_HaiPhong_spk_15_0004_15_0004.wav,"câu lạc bộ dịch vụ điện. để Thông qua đó, các đơn vị thành viên cùng chí hướng, cùng ngành nghề, cùng lĩnh vực dịch vụ. có thể cùng sinh hoạt, tạo ra một cái sân chơi, trao đổi kinh nghiệm, giao lưu, xúc tiến thương mại, cũng như tổng hợp ý kiến, đề xuất kiến nghị về cấp có thẩm quyền liên quan tới lĩnh vực của mình."
North,HaiPhong,spk_15_0005,1,North_HaiPhong_spk_15_0005_15_0006.wav,Chúng tôi tiếp tục tuyên truyền vận động để trong thời gian tới các hộ có thể chuyển hướng nghề nghiệp. Những hộ nào mà khó khăn thì chúng tôi sẽ cố gắng là cùng với các ban ngành đoàn thể vận động các hộ vay với vốn chính sách để hỗ trợ các hộ chuyển đổi nghề nghiệp.
North,ThaiBinh,spk_17_0001,1,North_ThaiBinh_spk_17_0001_17_0001.wav,"Tôi nuôi ba ba đẻ, đẻ cho nó sinh sản. Sinh sản thì Mỗi năm thì ba ba đẻ ra khoảng độ tầm nó tầm đến ba bốn ngàn quả trứng. Cho ấp nở thì khoảng độ trên dưới một vạn con một năm. Rắc vôi định kỳ cứ một tháng cử vôi một lần."
North,ThaiBinh,spk_17_0002,1,North_ThaiBinh_spk_17_0002_17_0003.wav,Khi mà đến ngân hàng giao dịch thì có những cái biểu hiện như là lo lắng hay là rút sổ tiết kiệm trước hạn. Đấy thì những cái biểu hiện nghi vấn thì bên ngân hàng đã các giao dịch viên đã phối hợp và kiểm tra tài khoản cũng như là kiểm tra các thông tin và hỗ trợ người dân đã ngăn ngừa và ngăn chặn được cái lừa đảo đấy.
North,ThaiBinh,spk_17_0003,1,North_ThaiBinh_spk_17_0003_17_0004.wav,"Câu huyện đã chủ động triển khai các bệnh pháp phòng ngừa nghiệp vụ và phòng ngừa xã hội Đã tuyên truyền phổ biến rộng rãi trên các phương tiện thông tin đại chúng Trong năm qua thì đã có ba mươi tin bài và hơn mười hai nghìn lượt chia sẻ trên các phương tiện đại chúng về các phương thức, thủ đoạn của loại tội phạm lừa đảo trên không gian mạng để quần chúng nhân dân biết và phòng tránh"
North,ThaiBinh,spk_17_0004,1,North_ThaiBinh_spk_17_0004_17_0005.wav,Nuôi ba ba thì nó... về kinh tế thì nó gấp khoảng mười lần nuôi cá. Nuôi này thì nó không có lỗ. Chủ yếu là lãi thôi. Vì là nó cái đầu ra là nó tương đối ổn định. Giá cả nó ổn định.
North,ThaiBinh,spk_17_0005,1,North_ThaiBinh_spk_17_0005_17_0006.wav,"Ví dụ đang nuôi ổn thế này nhưng mà bắt giống ở nơi khác về mà nó không may, nó bị dương tính ấy là nhà mình nó ấy hết. Nên là bây giờ nhà tôi cứ tự sản xuất được bao nhiêu thì nuôi bấy nhiêu thôi. Chứ không dám đi mua. Thứ hai nữa là cám là phải đưa từ đúng từ nhà máy về nhà luôn."
North,NamDinh,spk_18_0001,1,North_NamDinh_spk_18_0001_18_0001.wav,"Cái cuộc bầu cử đại biểu quốc hội và hội đồng nhân dân sắp tới là cái sự kiện chính trị quan trọng của đất nước và cũng là cái ngày hội của nhân dân để tham gia xây dựng chính quyền để bầu ra những người tiêu biểu và xứng đáng, đại diện cho ý chí, nguyện vọng và quyền làm chủ của nhân dân."
North,NamDinh,spk_18_0002,1,North_NamDinh_spk_18_0002_18_0004.wav,"Hội chiến binh xã chúng tôi đã tổ chức phát động phong trào thi đua Và cái nội dung của thi đua thì là tập trung cái tuyên truyền về cái cuộc bầu cử đại biểu quốc hội và hội đồng nhân dân các cấp Hai nữa, là vận động cán bộ hội viên tích cực tham gia cái cuộc tiếp xúc cử tri"
North,NamDinh,spk_18_0003,0,North_NamDinh_spk_18_0003_18_0006.wav,"Đối với lại tổ tiết kiệm vay vốn của Ngân hàng Chính sách xã hội thì chính là cái cánh tay nối dài của Ngân hàng Chính sách xã hội và cái tầm quan trọng rất lớn trong cái công tác quản lý vốn vay của Ngân hàng Chính sách xã hội. Và ở đây thì là chúng tôi đánh giá rất cao cái sự cố gắng, nỗ lực cũng như là cái kinh nghiệm của các đồng chí tổ trưởng"
North,NamDinh,spk_18_0004,1,North_NamDinh_spk_18_0004_18_0010.wav,"Rồi vấn đề công tác kỹ thuật, vấn đề thi công và thực hiện vấn đề các quy định, quy trình trong việc lập phương án thi công và biện pháp an toàn cũng như các vấn đề an toàn khác để vấn đề chủ động ứng phó khi bão có bão từ vấn đề trước trong bão và vấn đề sau bão"
North,NamDinh,spk_18_0005,1,North_NamDinh_spk_18_0005_18_0013.wav,Tại hiện trường cái công tác chuẩn bị trang về con người về trang bị dụng cụ về các cái biện pháp an toàn như thế nào thì nó rất là thực tế so với lại cái sự cố mà khi mà bão gió nó gây ra.
North,PhuTho,spk_19_0001,1,North_PhuTho_spk_19_0001_19_0001.wav,"Ủy ban nhân dân các phường xã là chủ trì, đội thanh tra trật tự đô thị cùng với các phòng ban liên quan là chúng tôi là đơn vị phối hợp. Riêng đội thanh tra trật tự đô thị Việt Trì thì chúng tôi sẽ tăng cường về lực lượng cũng như là phương tiện hỗ trợ cho các phường xã để giải tỏa cái khu vực công viên Văn Lang này, lấy lại cái trật tự đô thị và mĩ quan đô thị tại"
North,PhuTho,spk_19_0002,1,North_PhuTho_spk_19_0002_19_0002.wav,"Tăng cường cái lực lượng để tiến hành kiểm tra các phương tiện dừng đỗ sai quy định trên các tuyến đường Nguyễn Tất Thành và các tuyến đường có liên quan. Trong quá trình kiểm tra, nếu phát hiện phương tiện hoán cải mà không được các cơ quan chức năng cấp phép thì lực lượng Cảnh sát Giao thông trật tự của thành phố việt trì sẽ cương quyết tiến hành lập biên bản xử lý theo quy định của pháp luật."
North,PhuTho,spk_19_0003,1,North_PhuTho_spk_19_0003_19_0003.wav,"Các hoạt động buôn bán về xe điện rồi các loại xe văng nó sẽ ảnh hưởng đến những cái người đi bộ hoặc là các bộ môn trượt qua tanh như của cháu nên là mình cũng không dám cho. Ngoài ra thì bàn, ghế, xếp nó rất là lộ cộ mà không có cái không gian để trượt. Công viên nó sinh ra để cho mọi người tập thể dục, để nâng cao sức khỏe. Thế còn nếu mà làm được như thế này thì quá tốt rồi, người dân thì là ủng hộ hai tay luôn."
North,PhuTho,spk_19_0004,0,North_PhuTho_spk_19_0004_19_0004.wav,"Tối chúng tôi đi bộ Á THÌ ở đây hàng quán bán rất nhiều mà xe cộ bày ra cho trẻ con đi THÌ rất là nguy hiểm Các cháu nó còn bé, nó chưa có ý thức, nó cứ lên cái xe đấy là nó lao đi, băng băng đi Tối đến là karaoke hàng quán là hát rầm rĩ đến nửa đêm chúng tôi nhiều cái cũng thấy nó bức xúc"
North,PhuTho,spk_19_0005,0,North_PhuTho_spk_19_0005_19_0005.wav,Vật dụng để phòng chống cháy nổ ở khu vực này vẫn còn thiếu rất là nhiều. thì Tôi rất mong là chính quyền địa phương và các cấp lãnh đạo THÌ sẽ quan tâm và hướng dẫn kỹ năng để phòng chống cháy nổ và có thêm các trang bị cần thiết để có thể xử lý khi có cháy nổ xảy ra.
North,ThaiNguyen,spk_20_0001,1,North_ThaiNguyen_spk_20_0001_20_0001.wav,Thông qua cái ngày hội ngày hôm nay thì tôi cũng hiểu rõ hơn về việc học của các con. Nó không chỉ đơn giản là việc các cháu tiếp thu các cái kiến thức mà các thầy cô giáo truyền dạy trên bục giảng mà bên cạnh đó còn phải có thêm các hoạt động khác. Ví dụ như các hoạt động ngày hôm nay để kích thích và khuyến khích cái sự học hỏi của các cháu
North,ThaiNguyen,spk_20_0002,0,North_ThaiNguyen_spk_20_0002_20_0003.wav,"Hôm nay được đến đây tham gia chương trình ngày hội học thông qua chơi cùng con thì mình cảm thấy rất là vui. Bởi thực tế thì mình đi công tác rất là nhiều nên là rất ít có thời gian để mà chơi cùng con. Thì đây là một cái sân chơi mình nhận thấy rất là bổ ích. Bố mẹ có thể kết nối với con, bố mẹ cũng có thể kết nối với các phụ huynh trong lớp và tạo thành một cái môi trường mà mình hiểu được à cái lợi ích của việc học thông qua chơi thì rất là tuyệt vời."
North,ThaiNguyen,spk_20_0003,0,North_ThaiNguyen_spk_20_0003_20_0004.wav,"Việc tổ chức các cái hoạt động trong ngày hội học thông qua chơi sẽ giúp cho các con phát triển theo đúng những cái khả năng của mình. Có những bạn phát triển những cái kỹ năng liên quan đến sáng tạo, có những bạn phát triển những cái kỹ năng nhận thức, có những bạn lại phát triển về phần thể chất "
North,ThaiNguyen,spk_20_0004,0,North_ThaiNguyen_spk_20_0004_20_0006.wav,"Những trò chơi mà mình thích nhất, đó là trò chơi kéo co. Vì lần thứ nhất là mình thua, nhưng mà lần thứ hai mình đã cố gắng hết sức của mình. Nếu mà các bạn tham gia trò chơi này thì các bạn cũng phải cố gắng."
North,ThaiNguyen,spk_20_0005,1,North_ThaiNguyen_spk_20_0005_20_0007.wav,"Bắc Thái, Thái Nguyên qua các thời kỳ, kính thưa các vị đại biểu, kính thưa đoàn thể đại hội, được sự nhất trí của ban tổ chức giới thiệu phát biểu tham luận tại đại hội thi đua, lời đầu tiên thay mặt đảng bộ chính quyền và nhân dân các dân tộc thị xã huyện trân trọng gửi tới đồng chí Nguyễn Thị Kim Ngân ủy viên bộ chính trị chủ tịch quốc hội nước cộng hòa xã hội chủ nghĩa việt nam do tỉnh Thái Nguyên phát động trong quá trình thực hiện phong trào "
North,YenBai,spk_21_0001,1,North_YenBai_spk_21_0001_21_0001.wav,"Tôi sẽ kể ra một vài cái nguyên nhân. Nguyên nhân thứ nhất là có người đẻ ra thì cái tuyến giáp gần như là không có. Thì rõ ràng là như vậy là cái hoocmon nội tiết người ta không có về tuyến giáp. Hoặc là có nhưng mà không đáng kể. Một cái nguyên nhân thứ hai là có thể cái người, đặc biệt là ở người phụ nữ ấy thì người ta sống rất là bình thường. Nhưng mà đến cái tuổi khoảng năm mươi tuổi, đến cái thời kỳ gọi là mãn kinh"
North,YenBai,spk_21_0002,1,North_YenBai_spk_21_0002_21_0005.wav,"Để đảm bảo cái mục tiêu đề ra, tôi yêu cầu các sở, ban ngành, lực lượng vũ trang và các địa phương tập trung làm tốt một số nhiệm vụ trọng tâm sau đây. Thứ nhất, phát động, triển khai phong trào thực hiện Tết trồng cây ngay từ những ngày đầu của năm hai nghìn không trăm hai mốt. Tổ chức Tết trồng cây bằng các cái loại cây và thuộc cái   nhóm cây gỗ lớn có tuổi thọ dài và cái giá trị kinh tế cao để nâng cao cái chất lượng hiệu quả trồng rừng. "
North,YenBai,spk_21_0003,1,North_YenBai_spk_21_0003_21_0007.wav,"Đẩy mạnh công tác tuyên truyền, vận động nhân dân, nâng cao nhận thức cho mỗi người dân về luật lâm nghiệp, các quy định, các chính sách hỗ trợ của nhà nước và những giá trị to lớn lợi ích, to lớn từ bảo vệ và phát triển rừng."
North,YenBai,spk_21_0004,1,North_YenBai_spk_21_0004_21_0011.wav,"Cái dư âm đầu năm thì cái mong muốn của công ty đó là mong muốn là giới thiệu với du khách những cái danh lam thắng cảnh của địa phương. Tất nhiên là qua cái liên quan đến dịch thì cái du khách, lượng du khách cũng rất là hạn chế. Nhưng muốn qua đây thì cũng, tôi cũng mong muốn rằng là các du khách ở khắp nơi trên mọi miền Tổ quốc sẽ quan tâm và biết thêm về du lịch của Yên Bái."
North,YenBai,spk_21_0005,1,North_YenBai_spk_21_0005_21_0012.wav,Rất là phấn khởi vì đã có cái nhà rồi. Như mọi năm thì nhà bé thì anh em ra thì nó cũng đủ ngồi. Nhưng mà năm nay thì nhà to rồi thì chắc là ở cũng thoải mái hơn và phấn khởi vui hơn.
North,TuyenQuang,spk_22_0001,1,North_TuyenQuang_spk_22_0001_22_0001.wav,"Với cái tình yêu, với cảnh sắc thiên nhiên, với quê hương của mình thì từ lâu tôi đã ấp ủ một cái ước mơ đó chính là mang những cảnh đẹp về thiên nhiên, mang những cái giá trị văn hóa truyền thống đặc sắc của quê hương Nam Bình đến với đông đảo du khách nước ngoài."
